customer_id,age,region,monthly_income_tzs,loan_amount_tzs,mobile_money_tx_30d,previous_defaults,days_late_avg,is_default
TZ-LOAN-11609,23.0,Mbeya,378005.4364537122,250000,29,0,14.93956884098437,0
TZ-LOAN-11610,25.0,Dodoma,937398.1824440057,250000,12,0,4.691970847185848,0
TZ-LOAN-11611,42.0,Arusha,849063.6855495304,500000,24,0,0.18388566314197982,0
TZ-LOAN-11612,35.0,Arusha,342175.7467413127,250000,21,2,8.959628611828727,1
TZ-LOAN-11613,42.0,Mbeya,764427.6852603026,500000,28,2,0.8274915410829314,0
TZ-LOAN-11614,29.0,Mwanza,949179.6702976618,50000,28,1,8.108470395744533,0
TZ-LOAN-11615,32.0,Mwanza,1004567.0127676681,500000,28,0,4.615969346561545,0
TZ-LOAN-11616,43.0,Arusha,630065.3074071632,1000000,24,0,0.9746954079398769,0
TZ-LOAN-11617,58.0,Dar es Salaam,542576.1661462043,500000,13,0,6.983704741051611,0
TZ-LOAN-11618,62.0,Arusha,1018182.1466243789,500000,19,0,3.030307974652345,0
TZ-LOAN-11619,43.0,Mwanza,286951.8491057345,1000000,28,0,5.081949725722551,1
TZ-LOAN-11620,64.0,Arusha,781573.7872763016,500000,25,0,10.182453022927536,0
TZ-LOAN-11621,49.0,Dar es Salaam,238992.0117906712,100000,21,0,1.5075401632057295,0
TZ-LOAN-11622,27.0,Dodoma,969612.8816778809,250000,21,0,2.2783056081602346,0
TZ-LOAN-11623,33.0,Arusha,572586.3453166515,250000,26,0,29.520539042023785,0
TZ-LOAN-11624,24.0,Mbeya,1030574.9706942409,50000,14,1,3.547546262397269,0
TZ-LOAN-11625,34.0,Dar es Salaam,797423.8269066581,50000,26,0,4.087916582400197,0
TZ-LOAN-11626,40.0,Arusha,283033.930981421,1000000,31,0,,1
TZ-LOAN-11627,43.0,Mwanza,1077388.319623173,100000,26,0,2.689504813296706,0
TZ-LOAN-11628,38.0,Arusha,1115373.579928319,50000,20,1,3.481277503662674,0
TZ-LOAN-11629,39.0,Mwanza,914685.9477797647,250000,22,2,1.495027886063137,0
TZ-LOAN-11630,24.0,Mbeya,421523.640489134,50000,25,0,1.3599985051858008,0
TZ-LOAN-11631,31.0,Dodoma,558195.8136927773,50000,30,0,4.587292265277641,0
TZ-LOAN-11632,32.0,Mwanza,693628.1652217278,500000,25,1,1.0145693182609736,0
TZ-LOAN-11633,24.0,Arusha,438886.88020057,50000,25,0,4.031106121232207,0
TZ-LOAN-11634,26.0,Mbeya,1157703.9717389615,1000000,25,1,6.124518741191344,0
TZ-LOAN-11635,68.0,Dar es Salaam,693297.941517811,250000,30,0,1.1048397341084972,0
TZ-LOAN-11636,65.0,Arusha,-161004.41413220717,1000000,26,1,6.849705276672759,0
TZ-LOAN-11637,25.0,Dar es Salaam,751806.7438268661,1000000,25,0,2.228970299196072,0
TZ-LOAN-11638,67.0,Mwanza,545552.780954806,1500000,31,0,24.46728744457786,1
TZ-LOAN-11639,40.0,Mbeya,627522.0331644657,100000,26,0,19.33448585281772,0
TZ-LOAN-11640,46.0,Dodoma,539414.1902642901,1500000,31,0,8.012178265833128,1
TZ-LOAN-11641,35.0,Arusha,892113.9249820062,1500000,20,0,2.0982317655574594,0
TZ-LOAN-11642,48.0,Mbeya,985906.3335660144,500000,27,0,13.839808205911403,0
TZ-LOAN-11643,47.0,Mbeya,734915.9486775962,1000000,22,0,33.54044674713534,1
TZ-LOAN-11644,69.0,Dodoma,,100000,24,0,3.1020731580811214,0
TZ-LOAN-11645,56.0,Mwanza,637598.8385572489,250000,29,0,4.767229849608571,0
TZ-LOAN-11646,52.0,Dodoma,655879.8849732885,250000,28,0,0.030024984709755526,0
TZ-LOAN-11647,35.0,Dodoma,409270.988040549,100000,22,1,0.22254605692503013,0
TZ-LOAN-11648,59.0,Dodoma,823678.5945713704,1000000,32,1,3.4717175891002827,0
TZ-LOAN-11649,56.0,Dar es Salaam,788012.6971581399,1000000,22,1,4.699253939893655,0
TZ-LOAN-11650,34.0,Arusha,1112132.371933002,500000,20,0,1.8726891445373806,0
TZ-LOAN-11651,31.0,Dodoma,1026604.9340865426,500000,19,0,0.5219705826543432,0
TZ-LOAN-11652,48.0,Arusha,444297.5247229609,1500000,21,2,7.6225469223759115,1
TZ-LOAN-11653,41.0,Dodoma,896089.5123526894,250000,24,0,2.71295796309054,0
TZ-LOAN-11654,52.0,Mwanza,364713.9850716585,500000,29,0,5.232686093353449,0
TZ-LOAN-11655,61.0,Mwanza,858779.6302822549,100000,30,1,5.251985668516462,0
TZ-LOAN-11656,62.0,Dodoma,495015.74037196767,250000,28,0,3.957535544415602,0
TZ-LOAN-11657,51.0,Mbeya,343024.0329873247,1000000,33,0,,1
TZ-LOAN-11658,20.0,Arusha,734013.6028092214,250000,23,0,4.786622902019109,0
TZ-LOAN-11659,54.0,Mwanza,-152370.1384462422,50000,18,2,1.943659530926214,0
TZ-LOAN-11660,60.0,Dar es Salaam,124707.32767843164,250000,26,0,8.549751181169487,0
TZ-LOAN-11661,57.0,Mbeya,596752.434867715,500000,25,0,1.0733778392227038,0
TZ-LOAN-11662,43.0,Mwanza,674732.5299904527,100000,37,0,1.7205455148481534,0
TZ-LOAN-11663,40.0,Mbeya,539204.3689525434,1000000,15,0,2.901825064785886,0
TZ-LOAN-11664,61.0,Arusha,176169.11038472038,1000000,26,0,6.7356207501124725,1
TZ-LOAN-11665,56.0,Mbeya,404632.44735844835,500000,19,0,6.378249539204655,0
TZ-LOAN-11666,32.0,Dar es Salaam,767362.7981712181,500000,22,0,2.0557307263601468,0
TZ-LOAN-11667,66.0,Mbeya,824534.5311885087,500000,17,0,3.5744291186226347,0
TZ-LOAN-11668,21.0,Mwanza,645133.0647212176,50000,23,0,1.3343971155623204,0
TZ-LOAN-11669,46.0,Dar es Salaam,997050.1343110967,100000,18,0,7.356326977716675,0
TZ-LOAN-11670,39.0,Arusha,769219.1070377703,50000,29,0,1.0951967058119014,0
TZ-LOAN-11671,42.0,Mwanza,425763.3038125363,500000,21,1,8.555883679417045,0
TZ-LOAN-11672,30.0,Arusha,565849.3839765148,100000,23,0,13.812328724969806,0
TZ-LOAN-11673,35.0,Dodoma,229140.15283764357,500000,24,0,23.907193707713574,1
TZ-LOAN-11674,50.0,Mwanza,617558.302882575,100000,27,0,9.723230249213135,0
TZ-LOAN-11675,33.0,Mbeya,983630.1857664015,1000000,25,0,1.253209632992919,0
TZ-LOAN-11676,62.0,Arusha,855587.0254132904,50000,27,1,2.6936709463136648,0
TZ-LOAN-11677,59.0,Mbeya,1070602.7977757365,1500000,23,2,0.46516652229459937,1
TZ-LOAN-11678,61.0,Dar es Salaam,559134.4268603021,500000,21,0,0.8989320244394715,0
TZ-LOAN-11679,19.0,Arusha,1053829.9383542773,500000,23,0,0.2548724259138286,0
TZ-LOAN-11680,52.0,Arusha,,250000,24,0,5.12338899715294,0
TZ-LOAN-11681,59.0,Dar es Salaam,1091475.5247709681,1500000,16,0,3.809134089653348,0
TZ-LOAN-11682,51.0,Dar es Salaam,643442.9757673629,1000000,26,1,12.445345511123744,1
TZ-LOAN-11683,47.0,Dar es Salaam,862169.412141283,500000,24,0,3.1088574014092933,0
TZ-LOAN-11684,30.0,Dar es Salaam,1092533.7092929566,50000,22,0,,0
TZ-LOAN-11685,30.0,Dodoma,591971.7114256383,1000000,32,1,2.5674581337392395,0
TZ-LOAN-11686,35.0,Arusha,715516.6962632523,500000,29,1,8.843840227050983,0
TZ-LOAN-11687,49.0,Dodoma,1036659.0275618907,50000,22,1,13.043900609130334,0
TZ-LOAN-11688,49.0,Dodoma,610099.0508209809,250000,22,0,2.8258083867868167,0
TZ-LOAN-11689,52.0,Mbeya,253732.31524815166,250000,20,0,0.43161072996304417,0
TZ-LOAN-11690,56.0,Arusha,1292902.1163754729,50000,24,0,0.892857958660377,0
TZ-LOAN-11691,63.0,Arusha,509070.66069885896,1000000,21,0,6.374558026278795,0
TZ-LOAN-11692,69.0,Arusha,697626.8152812629,50000,15,0,1.9671945078875614,0
TZ-LOAN-11693,46.0,Arusha,996802.0008353381,1500000,25,1,7.6945471286955875,0
TZ-LOAN-11694,66.0,Dar es Salaam,467451.82888063946,50000,23,0,6.9266655266364765,0
TZ-LOAN-11695,46.0,Mwanza,347639.62603336095,250000,24,0,5.925782530456669,0
TZ-LOAN-11696,61.0,Mbeya,726121.18903245,250000,25,1,8.415876655289242,0
TZ-LOAN-11697,33.0,Mbeya,112077.08062628307,250000,32,0,7.064339047458903,0
TZ-LOAN-11698,61.0,Dar es Salaam,563628.1769396239,1500000,23,0,5.006355851592915,1
TZ-LOAN-11699,64.0,Dodoma,723511.5992946217,500000,18,0,0.021180842428032233,0
TZ-LOAN-11700,27.0,Mwanza,569014.4309524507,1500000,30,0,3.6250183456724705,1
TZ-LOAN-11701,47.0,Mbeya,186964.7170442759,500000,22,2,4.522464171161281,1
TZ-LOAN-11702,42.0,Dodoma,1128253.3868612037,1500000,34,1,16.17577569478563,0
TZ-LOAN-11703,56.0,Arusha,681061.4461847526,100000,21,1,5.256001962886536,0
TZ-LOAN-11704,37.0,Mwanza,1079345.6353285224,500000,21,0,4.283907249929234,0
TZ-LOAN-11705,22.0,Mwanza,571989.1249458666,1000000,20,0,3.8956373754297036,0
TZ-LOAN-11706,18.0,Arusha,385996.40549277083,1000000,31,1,0.5451305383751487,1
TZ-LOAN-11707,47.0,Mbeya,,250000,18,2,2.789759791456019,0
TZ-LOAN-11708,66.0,Mwanza,-150000.0,1500000,26,0,0.7214059257977546,0
TZ-LOAN-11709,20.0,Dar es Salaam,296671.5626025926,50000,26,0,0.27068535781293707,0
TZ-LOAN-11710,62.0,Dar es Salaam,1090935.2776362486,250000,25,0,,0
TZ-LOAN-11711,31.0,Dar es Salaam,463318.9331318012,50000,33,2,5.184419057330491,0
TZ-LOAN-11712,47.0,Mwanza,97920.08456132945,1500000,28,0,10.079417569703244,1
TZ-LOAN-11713,67.0,Mbeya,1048449.8161871999,250000,21,0,8.31329340139996,0
TZ-LOAN-11714,21.0,Dodoma,498710.59525621304,250000,31,1,1.7455882236622797,0
TZ-LOAN-11715,35.0,Mbeya,467652.8322153127,1000000,32,1,0.23544031420295886,1
TZ-LOAN-11716,54.0,Dodoma,120383.72389100783,50000,24,0,2.5764962102647715,0
TZ-LOAN-11717,42.0,Mwanza,,100000,23,2,1.8900714460307175,0
TZ-LOAN-11718,65.0,Arusha,263155.8238370938,100000,25,0,2.3202233734586293,0
TZ-LOAN-11719,18.0,Dodoma,667534.844211695,250000,25,0,4.094673922163321,0
TZ-LOAN-11720,63.0,Dodoma,923786.0967621321,1500000,29,0,0.15442805490595027,0
TZ-LOAN-11721,32.0,Mbeya,776515.0799009291,250000,31,0,2.3165761238534572,0
TZ-LOAN-11722,26.0,Mwanza,632103.7064023425,1000000,16,0,4.089396256370829,0
TZ-LOAN-11723,32.0,Mbeya,139500.24251377513,50000,26,0,2.8191182639284937,0
TZ-LOAN-11724,66.0,Mwanza,407082.54926981486,250000,19,0,5.5015027067913795,0
TZ-LOAN-11725,41.0,Dodoma,706340.1014127566,1500000,26,0,1.029784163108336,0
TZ-LOAN-11726,21.0,Arusha,413847.77900390106,100000,30,0,0.8351637973751402,0
TZ-LOAN-11727,29.0,Mwanza,711007.8379996304,50000,14,0,1.8399393586894817,0
TZ-LOAN-11728,54.0,Dodoma,854523.0226445425,250000,23,0,0.5364187185623395,0
TZ-LOAN-11729,54.0,Arusha,938750.8657400305,50000,28,0,1.347651547582984,0
TZ-LOAN-11730,60.0,Mbeya,282146.19265619497,1000000,17,0,0.45457378593985326,1
TZ-LOAN-11731,23.0,Mbeya,1308993.8164936863,100000,27,0,2.5706366219264214,0
TZ-LOAN-11732,56.0,Mwanza,880243.8033662392,1500000,28,0,6.214539713730467,0
TZ-LOAN-11733,63.0,Mwanza,649485.7538992808,50000,28,0,1.6881310759789367,0
TZ-LOAN-11734,41.0,Mwanza,976860.9749229922,100000,23,0,0.018689460001706036,0
TZ-LOAN-11735,28.0,Mbeya,1359622.3315999922,250000,30,0,4.071688724958978,0
TZ-LOAN-11736,30.0,Mwanza,218383.96968293912,1500000,34,0,5.887328661275441,1
TZ-LOAN-11737,51.0,Dodoma,582421.207252594,1500000,34,1,,1
TZ-LOAN-11738,42.0,Dar es Salaam,-63529.49796199857,500000,29,0,1.7619912340211628,0
TZ-LOAN-11739,24.0,Dar es Salaam,707795.4597944074,50000,21,0,3.372979615586021,0
TZ-LOAN-11740,69.0,Mwanza,,100000,35,0,0.5336943523646578,0
TZ-LOAN-11741,21.0,Dodoma,638251.3653671722,50000,28,1,5.163086611926959,0
TZ-LOAN-11742,25.0,Dodoma,453639.92870050704,250000,32,0,6.608100785656296,0
TZ-LOAN-11743,37.0,Dodoma,35145.64514350239,250000,26,0,6.09764381939984,1
TZ-LOAN-11744,46.0,Arusha,762060.1050235305,1500000,29,0,1.9924495091454508,0
TZ-LOAN-11745,68.0,Dodoma,1086630.3451745976,1500000,18,0,9.248341340357731,0
TZ-LOAN-11746,62.0,Mbeya,472694.4632799704,100000,23,0,14.67307021602105,0
TZ-LOAN-11747,63.0,Mbeya,782017.9787069436,1000000,22,0,1.7625198655327017,0
TZ-LOAN-11748,27.0,Dodoma,179556.70597398485,50000,25,3,1.5239321902196448,0
TZ-LOAN-11749,60.0,Dar es Salaam,787163.9191077541,50000,18,0,6.088765924425625,0
TZ-LOAN-11750,51.0,Arusha,531985.3106766029,250000,14,0,6.1598377788478,0
TZ-LOAN-11751,43.0,Mbeya,421274.6148191257,50000,27,0,3.5710106642560504,0
TZ-LOAN-11752,58.0,Mbeya,421890.90763516084,100000,29,1,12.84057203862451,0
TZ-LOAN-11753,66.0,Mbeya,531916.525390097,500000,33,0,0.7909651721814062,0
TZ-LOAN-11754,20.0,Arusha,764729.9947077606,1500000,29,0,3.2443797835788857,0
TZ-LOAN-11755,23.0,Dodoma,256351.0396413447,250000,33,0,0.17920787618074238,0
TZ-LOAN-11756,22.0,Arusha,530865.4005296441,1500000,27,0,0.2704646908781467,1
TZ-LOAN-11757,22.0,Dodoma,637558.4666002557,1500000,29,3,0.27589646045380434,1
TZ-LOAN-11758,64.0,Mwanza,320288.23264044226,1500000,22,0,3.3842846810095786,1
TZ-LOAN-11759,40.0,Mbeya,1188999.5605025052,500000,31,0,4.445379112485027,0
TZ-LOAN-11760,66.0,Dar es Salaam,393951.35598159756,50000,36,0,0.017467960024258232,0
TZ-LOAN-11761,26.0,Arusha,449168.92590995284,1000000,24,0,5.0057911887127435,0
TZ-LOAN-11762,52.0,Arusha,356507.6150532506,1500000,31,0,3.3637898241498068,1
TZ-LOAN-11763,37.0,Mbeya,1189544.0261414354,100000,23,0,1.2667374495793178,0
TZ-LOAN-11764,66.0,Mbeya,815871.5685798444,1500000,20,0,0.07607644877307392,0
TZ-LOAN-11765,59.0,Dar es Salaam,369022.39812690736,1500000,23,0,0.8486253327976506,1
TZ-LOAN-11766,52.0,Dar es Salaam,981869.4676579906,50000,32,0,4.585608329915144,0
TZ-LOAN-11767,67.0,Mbeya,710209.6082866635,100000,22,0,5.377021503645764,0
TZ-LOAN-11768,35.0,Dodoma,727176.0263334505,50000,25,0,5.207303067397232,0
TZ-LOAN-11769,34.0,Mbeya,546656.8373742641,1500000,28,0,,1
TZ-LOAN-11770,41.0,Dar es Salaam,425175.203912908,50000,21,1,12.107649178479425,0
TZ-LOAN-11771,20.0,Mbeya,751329.8297163805,50000,23,0,2.6462386473099415,0
TZ-LOAN-11772,49.0,Dar es Salaam,486473.8310013229,250000,20,2,7.305249493635734,0
TZ-LOAN-11773,52.0,Mwanza,1195026.6888725315,500000,31,0,0.9104935463609447,0
TZ-LOAN-11774,55.0,Dodoma,269212.66842706874,1000000,28,0,3.1797594543500467,1
TZ-LOAN-11775,30.0,Dar es Salaam,1110847.0318564835,500000,25,0,3.6857166346405124,0
TZ-LOAN-11776,64.0,Arusha,616604.3453606598,500000,16,0,7.356108664769543,0
TZ-LOAN-11777,42.0,Arusha,739725.7202063318,100000,25,0,4.857946168818634,0
TZ-LOAN-11778,26.0,Dodoma,899947.3299888304,250000,17,0,2.548318904006596,0
TZ-LOAN-11779,21.0,Dodoma,460925.2114986691,250000,23,1,1.6600137421663845,0
TZ-LOAN-11780,31.0,Arusha,909274.5154095909,50000,18,0,18.051589355067307,0
TZ-LOAN-11781,54.0,Mwanza,-162263.15661435318,500000,21,0,1.6740780017463162,0
TZ-LOAN-11782,51.0,Mwanza,434003.14003341825,1000000,22,1,0.6932878045928447,1
TZ-LOAN-11783,28.0,Dar es Salaam,372781.1577976804,100000,28,0,1.7863519681869688,0
TZ-LOAN-11784,58.0,Dodoma,273948.1962884715,250000,22,1,1.9795772550651793,0
TZ-LOAN-11785,20.0,Arusha,585513.5485763147,50000,21,0,0.6840237728077578,0
TZ-LOAN-11786,45.0,Dodoma,765724.9904545085,1000000,21,0,6.15749263104139,0
TZ-LOAN-11787,46.0,Arusha,860797.9995497917,500000,28,1,4.826945529417886,0
TZ-LOAN-11788,26.0,Arusha,722263.0271601223,1000000,24,0,1.9034879366185107,0
TZ-LOAN-11789,20.0,Dar es Salaam,450291.9605319359,250000,23,0,24.809292814366106,0
TZ-LOAN-11790,42.0,Dodoma,760704.9313475501,100000,19,1,,0
TZ-LOAN-11791,51.0,Mwanza,687285.7084552553,500000,19,1,6.073237663672144,0
TZ-LOAN-11792,29.0,Dodoma,930816.8503808049,100000,30,1,4.072989483373053,0
TZ-LOAN-11793,59.0,Arusha,883081.010879455,1500000,33,0,4.01006628523701,0
TZ-LOAN-11794,26.0,Mwanza,659142.9241761887,1000000,24,0,0.10112714286944668,0
TZ-LOAN-11795,32.0,Arusha,380824.098151623,1000000,21,0,7.368120441394056,1
TZ-LOAN-11796,57.0,Dodoma,454114.95325037575,50000,26,1,12.08105162460678,0
TZ-LOAN-11797,42.0,Arusha,485063.19210859004,500000,26,0,0.6520469424260716,0
TZ-LOAN-11798,22.0,Mbeya,555420.0998251233,1000000,29,0,7.939127726545314,0
TZ-LOAN-11799,28.0,Mwanza,,250000,30,1,3.8211433856425234,0
TZ-LOAN-11800,51.0,Dar es Salaam,864552.3170384176,1500000,19,1,1.6795261176315377,1
TZ-LOAN-11801,41.0,Mbeya,634664.3920953867,250000,21,2,12.68420502348554,0
TZ-LOAN-11802,32.0,Arusha,654837.4363701417,100000,22,0,0.08761773245071518,0
TZ-LOAN-11803,55.0,Dodoma,692991.8915000011,1500000,27,0,1.6014296312532794,0
TZ-LOAN-11804,25.0,Arusha,495228.406060298,1500000,27,2,10.86875365636363,1
TZ-LOAN-11805,22.0,Dar es Salaam,372382.32270711317,250000,29,0,3.279396612127965,0
TZ-LOAN-11806,65.0,Dodoma,,1000000,26,1,4.567994347124216,1
TZ-LOAN-11807,150.0,Mwanza,441455.1925769383,250000,25,0,6.926833848018489,0
TZ-LOAN-11808,35.0,Mwanza,791943.6359803361,500000,29,1,0.8006889287913467,0
TZ-LOAN-11809,23.0,Arusha,439126.56858812977,100000,24,0,1.211473241559325,0
TZ-LOAN-11810,54.0,Mbeya,578657.8887722181,1500000,34,1,32.960537784258726,1
TZ-LOAN-11811,65.0,Dodoma,789929.386223695,500000,20,0,1.355453739210096,0
TZ-LOAN-11812,30.0,Mbeya,806206.8489268007,1000000,31,2,3.8739830437397167,1
TZ-LOAN-11813,45.0,Arusha,326140.1443501883,1000000,33,0,1.7741494491834553,1
TZ-LOAN-11814,22.0,Dodoma,949117.8069360924,250000,19,0,9.533147392995367,0
TZ-LOAN-11815,30.0,Mwanza,988205.0268066456,50000,35,0,16.318820577299917,0
TZ-LOAN-11816,34.0,Mwanza,311045.04283443204,1500000,15,0,0.7616341353155298,1
TZ-LOAN-11817,67.0,Arusha,402848.9391076538,1500000,23,0,4.58862708249375,1
TZ-LOAN-11818,57.0,Dodoma,-150000.0,50000,29,0,8.345316825859154,0
TZ-LOAN-11819,62.0,Arusha,605943.9436234097,1000000,20,1,8.65881488433543,1
TZ-LOAN-11820,49.0,Mwanza,-15933.384235555306,1000000,15,1,2.9030912695317435,0
TZ-LOAN-11821,46.0,Dar es Salaam,,1500000,27,0,1.2768898496526762,1
TZ-LOAN-11822,68.0,Mbeya,575189.1124482556,100000,22,0,2.448093167798572,0
TZ-LOAN-11823,20.0,Arusha,301087.20491461945,1500000,17,0,6.95457929955123,1
TZ-LOAN-11824,57.0,Dar es Salaam,525972.8688090676,1000000,24,1,25.398232840016792,1
TZ-LOAN-11825,51.0,Mwanza,659718.8641050736,1000000,23,2,4.040424927284947,1
TZ-LOAN-11826,57.0,Arusha,1088676.3812104187,100000,18,0,1.0853377920630514,0
TZ-LOAN-11827,44.0,Mwanza,562863.8251316632,500000,21,0,0.214197050941984,0
TZ-LOAN-11828,30.0,Mwanza,971762.5398718277,500000,20,0,14.384401482443074,0
TZ-LOAN-11829,62.0,Arusha,1078628.0486110311,100000,31,0,3.298883137827601,0
TZ-LOAN-11830,50.0,Dar es Salaam,1080292.9008056228,100000,19,0,6.30435041163668,0
TZ-LOAN-11831,23.0,Arusha,735426.3780156705,500000,27,0,5.396711297446577,0
TZ-LOAN-11832,41.0,Mwanza,61013.255648307735,500000,24,0,11.076136070448872,1
TZ-LOAN-11833,36.0,Dodoma,788247.4596211596,500000,24,0,1.5468482691172674,0
TZ-LOAN-11834,33.0,Mwanza,964519.9663440622,500000,19,0,2.9144740871572576,0
TZ-LOAN-11835,57.0,Arusha,625679.8683693749,1500000,29,0,12.245043715876736,1
TZ-LOAN-11836,45.0,Dar es Salaam,1173375.1610225746,1500000,23,0,4.404330687189945,0
TZ-LOAN-11837,50.0,Mwanza,,250000,27,1,0.37017945437887056,0
TZ-LOAN-11838,65.0,Dar es Salaam,820482.0131458353,100000,39,0,1.0813621614557822,0
TZ-LOAN-11839,58.0,Dar es Salaam,975914.2133617513,50000,26,0,1.3538954608406084,0
TZ-LOAN-11840,30.0,Mbeya,750010.9553782635,250000,30,0,25.404344631126406,0
TZ-LOAN-11841,60.0,Dar es Salaam,-97843.14981860609,50000,28,0,1.2689094286958937,0
TZ-LOAN-11842,62.0,Mwanza,500258.3145588903,50000,24,0,,0
TZ-LOAN-11843,42.0,Mwanza,1009150.408174356,1000000,36,0,0.40656901308842164,0
TZ-LOAN-11844,59.0,Arusha,407722.5979705112,100000,23,0,1.0027577504932916,0
TZ-LOAN-11845,53.0,Arusha,,1500000,27,0,10.280782246443733,1
TZ-LOAN-11846,44.0,Dar es Salaam,336549.10582907865,250000,36,0,11.460030083005822,0
TZ-LOAN-11847,55.0,Dodoma,1185176.7785605309,100000,24,0,0.9691147364261987,0
TZ-LOAN-11848,24.0,Mwanza,1154447.7372254047,500000,29,0,,0
TZ-LOAN-11849,22.0,Dar es Salaam,384839.3314577812,100000,20,0,,0
TZ-LOAN-11850,60.0,Arusha,694189.4001167252,50000,22,0,0.27060724981156586,0
TZ-LOAN-11851,62.0,Mwanza,445851.7856707857,1500000,27,0,14.52801084102786,1
TZ-LOAN-11852,68.0,Mbeya,834483.3917094134,500000,40,0,2.247686308167025,0
TZ-LOAN-11853,48.0,Arusha,802904.9231726987,100000,12,0,3.3597469072373447,0
TZ-LOAN-11854,40.0,Mbeya,893511.6714839797,100000,24,0,0.5549279512116178,0
TZ-LOAN-11855,59.0,Mwanza,749575.5343123662,1500000,25,0,0.16542994519030504,0
TZ-LOAN-11856,27.0,Dodoma,1530621.8619165404,50000,22,1,3.153838440396752,0
TZ-LOAN-11857,49.0,Dar es Salaam,341622.87049677834,500000,19,1,,0
TZ-LOAN-11858,60.0,Dar es Salaam,136818.99366904574,50000,26,0,4.975569820080079,0
TZ-LOAN-11859,47.0,Dodoma,532072.9397895616,1500000,30,0,7.9110913392606985,1
TZ-LOAN-11860,56.0,Dar es Salaam,179603.52033191978,100000,26,0,0.16091754724209414,0
TZ-LOAN-11861,48.0,Dar es Salaam,202261.31899820216,250000,26,0,4.736617818747719,0
TZ-LOAN-11862,35.0,Mbeya,349605.6037406099,250000,28,0,8.453965236860654,0
TZ-LOAN-11863,53.0,Dar es Salaam,373343.32837051176,1000000,30,0,2.8939877573598665,1
TZ-LOAN-11864,19.0,Mbeya,363614.56941498193,250000,19,1,16.05759772420248,0
TZ-LOAN-11865,31.0,Dar es Salaam,805465.6851336234,1500000,18,0,0.5893865506444753,0
TZ-LOAN-11866,30.0,Dar es Salaam,498143.28167439916,1500000,23,0,1.9503052861101593,1
TZ-LOAN-11867,46.0,Arusha,596145.627538256,1500000,24,2,1.3073110777610744,1
TZ-LOAN-11868,29.0,Dodoma,918269.8323502805,500000,26,0,27.852147137200678,0
TZ-LOAN-11869,56.0,Arusha,420103.24256557215,1000000,23,2,1.7419493309240348,1
TZ-LOAN-11870,19.0,Dar es Salaam,570636.2303885834,500000,29,1,2.4545165573285157,0
TZ-LOAN-11871,49.0,Mbeya,759727.9958278746,250000,25,0,9.406774208869136,0
TZ-LOAN-11872,30.0,Dar es Salaam,67529.65981393366,250000,29,0,13.293694291450768,1
TZ-LOAN-11873,63.0,Mwanza,-65471.65268517472,100000,33,2,13.882761178965975,0
TZ-LOAN-11874,44.0,Mwanza,753835.1986393168,500000,29,0,4.084128235647482,0
TZ-LOAN-11875,66.0,Mwanza,,50000,21,0,5.44284782103019,0
TZ-LOAN-11876,58.0,Mwanza,1269266.0404557232,100000,28,0,2.1475473038158635,0
TZ-LOAN-11877,34.0,Dar es Salaam,697428.462760043,500000,32,0,4.671748200877745,0
TZ-LOAN-11878,57.0,Mwanza,895921.9151774284,1500000,22,0,1.8030424111984114,0
TZ-LOAN-11879,48.0,Dodoma,591358.2069242079,1000000,18,0,6.852663287028258,0
TZ-LOAN-11880,51.0,Dar es Salaam,739168.1664755259,500000,29,0,1.8351426212689144,0
TZ-LOAN-11881,41.0,Arusha,1150177.0525248602,1000000,25,0,10.576823950124048,0
TZ-LOAN-11882,62.0,Dar es Salaam,12802.154562309384,1000000,13,0,0.7744107571912833,1
TZ-LOAN-11883,52.0,Mbeya,774084.8772715041,250000,28,0,4.240884406463151,0
TZ-LOAN-11884,65.0,Dodoma,1290676.0190232098,50000,26,0,3.676887250701684,0
TZ-LOAN-11885,23.0,Dar es Salaam,734610.2657628028,500000,20,0,1.5307068379948001,0
TZ-LOAN-11886,36.0,Arusha,1145171.8889698545,50000,17,2,0.142008222295551,0
TZ-LOAN-11887,47.0,Mbeya,461236.3551411673,1000000,23,0,0.8039767045161271,0
TZ-LOAN-11888,24.0,Mbeya,640385.751750886,250000,29,0,17.20247247013572,0
TZ-LOAN-11889,27.0,Arusha,660057.4107165763,50000,31,0,14.176963434845394,0
TZ-LOAN-11890,58.0,Arusha,-15277.32380763127,100000,29,0,0.6351952719808358,0
TZ-LOAN-11891,49.0,Arusha,299546.65164493996,1000000,30,1,2.348899862248604,1
TZ-LOAN-11892,51.0,Arusha,320937.47618480417,100000,18,0,3.1286261568466145,0
TZ-LOAN-11893,45.0,Mwanza,896619.8234097583,1500000,35,0,3.251127495208719,0
TZ-LOAN-11894,32.0,Dodoma,911645.9317052165,50000,33,2,1.774951964142451,0
TZ-LOAN-11895,47.0,Arusha,747210.93281196,50000,34,0,12.206525770109547,0
TZ-LOAN-11896,54.0,Mwanza,897230.8690567117,50000,22,0,11.95656792509543,0
TZ-LOAN-11897,46.0,Dar es Salaam,600755.1761834678,1500000,28,2,0.09554928131949288,1
TZ-LOAN-11898,39.0,Mbeya,1010579.5008618629,500000,29,1,5.24913027278094,0
TZ-LOAN-11899,21.0,Dar es Salaam,652636.5327896215,1000000,25,2,0.38636245387842283,1
TZ-LOAN-11900,37.0,Dar es Salaam,667359.2142280269,1000000,22,0,4.550271868854426,0
